old_player_id,modern_player_id,name_old,name_modern,year_old,year_modern,match_probability,manually_reviewed
maconma01,1855,Mark Macon,Mark Macon,1996,1999,0.8674706778874826,False
daniell01,1380,Lloyd Daniels,Lloyd Daniels,1995,1997,0.8674706778874826,False
newbiiv01,1096,Ivano Newbill,Ivano Newbill,1995,1997,0.8674706778874826,False
reidjr01,462,J.R. Reid,J.R. Reid,1996,1998,0.8674706778874826,False
curlebi01,223,Bill Curley,Bill Curley,1995,1998,0.8674706778874826,False
persoch01,456,Chuck Person,Chuck Person,1996,1998,0.8674706778874826,False
olivebr01,1680,Brian Oliver,Brian Oliver,1995,1998,0.8674706778874826,False
higgise01,925,Sean Higgins,Sean Higgins,1996,1998,0.8674706778874826,False
willimi02,52,Micheal Williams,Micheal Williams,1996,1998,0.8674706778874826,False
greenli01,1036,Litterial Green,Litterial Green,1994,1997,0.8674706778874826,False
curetea01,940,Earl Cureton,Earl Cureton,1994,1997,0.8674706778874826,False
kingch01,12,Chris King,Chris King,1996,1999,0.8674706778874826,False
williaa01,1425,Aaron Williams,Aaron Williams,1995,1997,0.8674706778874826,False
madkige01,1666,Gerald Madkins,Gerald Madkins,1995,1998,0.8674706778874826,False
chambto01,1472,Tom Chambers,Tom Chambers,1995,1997,0.8674706778874826,False
bowiean01,194,Anthony Bowie,Anthony Bowie,1996,1998,0.8674706778874826,False
stewala01,1125,Larry Stewart,Larry Stewart,1995,1997,0.8674706778874826,False
mccanbo01,737,Bob McCann,Bob McCann,1996,1998,0.8674706778874826,False
daviste01,426,Terry Davis,Terry Davis,1996,1998,0.8674706778874826,False
grayeje01,81,Jeff Grayer,Jeff Grayer,1995,1997,0.8674706778874826,False
oliveji01,1429,Jimmy Oliver,Jimmy Oliver,1994,1997,0.8674706778874826,False
benoida01,128,David Benoit,David Benoit,1996,1998,0.8674706778874826,False
jonesch01,1869,Charles Jones,Charles R. Jones,1996,1999,0.8135603753651109,False
smithmi01,63,Michael Smith,Michael Smith,1995,1997,0.8135603753651109,False
smithch01,1520,Charles Smith,Charles Smith,1996,1998,0.7659586917090866,False
smithch02,1520,Charles Smith,Charles Smith,1996,1998,0.7659586917090866,False
robinla01,1683,Larry Robinson,Larry Robinson,1994,1998,0.42408546571688754,False
amaecjo01,680,John Amaechi,John Amaechi,1996,2000,0.42408546571688754,True
knighne01,1861,Negele Knight,Negele Knight,1995,1999,0.42408546571688754,False
jordaad01,1817,Adonis Jordan,Adonis Jordan,1994,1999,0.42408546571688754,False
vinsofr01,1844,Fred Vinson,Fred Vinson,1995,2000,0.42408546571688754,False
baileth01,1847,Thurl Bailey,Thurl Bailey,1994,1999,0.42408546571688754,True
hamilth01,676,Thomas Hamilton,Thomas Hamilton,1996,2000,0.42408546571688754,False
sallejo01,927,John Salley,John Salley,1996,2000,0.42408546571688754,True
gazean01,1845,Andrew Gaze,Andrew Gaze,1994,1999,0.42408546571688754,True
shackch01,1593,Charles Shackleford,Charles Shackleford,1995,1999,0.42408546571688754,False
